553319813	display alternatives	2016-09-20 12:40:12.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	visit features	2016-09-20 12:42:09.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	show badge detail	2016-09-20 12:40:29.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	visit badges	2016-09-20 12:42:55.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	visit badges	2016-09-20 12:40:39.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	show badge detail	2016-09-20 12:40:28.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	visit features	2016-09-20 12:41:00.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	show badge detail	2016-09-20 12:40:32.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	visit alternatives	2016-09-20 12:41:01.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	show badge detail	2016-09-20 12:43:10.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	visit contact form	2016-09-20 12:41:10.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
553319813	visit market report	2016-09-20 12:40:12.000000	JM1CR293560114886	Used	2006	Mazda	Mazda5	5250.0000	152000
495250720	visit features	2016-09-20 19:12:56.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	visit badges	2016-09-20 19:12:56.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	visit badges	2016-09-20 19:11:44.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	display alternatives	2016-09-20 19:11:31.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	show badge detail	2016-09-20 19:13:06.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	visit features	2016-09-20 19:12:17.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	visit badges	2016-09-20 19:13:03.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	visit market report	2016-09-20 19:11:31.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
495250720	visit alternatives	2016-09-20 19:12:37.000000	3D7MA48C64G235644	Used	2004	Dodge	Ram 3500	0.0000	0
553320448	display alternatives	2016-09-20 00:18:51.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320372	display alternatives	2016-09-20 08:41:56.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320372	visit market report	2016-09-20 08:41:57.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320372	visit market report	2016-09-20 08:41:56.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320448	visit market report	2016-09-20 00:18:51.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320448	display alternatives	2016-09-20 00:18:51.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320372	display alternatives	2016-09-20 08:41:56.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320448	visit market report	2016-09-20 00:18:51.000000	1N6AD0ERXCC460850	Used	2012	Nissan	Frontier	0.0000	33143
553320107	click features	2016-09-20 20:29:20.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	click features	2016-09-20 20:29:15.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	display alternatives	2016-09-20 20:28:51.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	visit features	2016-09-20 20:29:25.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	visit market report	2016-09-20 20:28:51.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	click features	2016-09-20 20:29:18.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	click features	2016-09-20 20:29:17.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	visit badges	2016-09-20 20:28:59.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	click features	2016-09-20 20:29:24.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	show badge detail	2016-09-20 20:28:56.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	click features	2016-09-20 20:29:21.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	show badge detail	2016-09-20 20:28:57.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553320107	show badge detail	2016-09-20 20:28:56.000000	WBAVB33596KR79486	Used	2006	BMW	3 Series	5900.0000	0
553319632	visit badges	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319633	visit badges	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319632	visit alternatives	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319632	display alternatives	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319633	visit market report	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319632	visit market report	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319633	visit alternatives	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319633	display alternatives	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319633	visit features	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
553319632	visit features	2016-09-20 08:10:31.000000	JM1GJ1V50E1101238	Used	2014	Mazda	Mazda6	0.0000	29040
527909282	visit market report	2016-09-20 13:31:05.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
527909282	display alternatives	2016-09-20 13:34:30.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
527909282	display alternatives	2016-09-20 18:44:15.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
527909282	show photo modal	2016-09-20 13:31:09.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
527909282	display alternatives	2016-09-20 13:31:05.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
527909282	visit market report	2016-09-20 18:44:15.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
527909282	show photo modal	2016-09-20 13:31:10.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
527909282	visit market report	2016-09-20 13:34:30.000000	KL1TD56637B158459	Used	2007	Chevrolet	Aveo	0.0000	110403
553319851	visit alternatives	2016-09-20 13:42:52.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	display alternatives	2016-09-20 13:42:24.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	visit badges	2016-09-20 13:43:15.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	visit badges	2016-09-20 13:43:10.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	visit market report	2016-09-20 13:42:24.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	visit badges	2016-09-20 13:43:02.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	visit badges	2016-09-20 13:42:33.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	show badge detail	2016-09-20 13:42:37.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	show photo modal	2016-09-20 13:43:18.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	visit features	2016-09-20 13:42:45.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553319851	visit features	2016-09-20 13:43:00.000000	JTJHW31U860008535	Used	2006	Lexus	RX	8995.0000	148165
553320175	click features	2016-09-20 08:17:35.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	edit contact form	2016-09-20 07:17:10.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	show badge detail	2016-09-20 07:17:51.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	click features	2016-09-20 08:17:29.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	visit badges	2016-09-20 08:12:57.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	display alternatives	2016-09-20 07:15:46.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	show badge detail	2016-09-20 08:17:01.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	show badge detail	2016-09-20 07:16:21.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	show badge detail	2016-09-20 07:17:46.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	click features	2016-09-20 08:13:20.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	visit features	2016-09-20 08:17:23.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	edit contact form	2016-09-20 07:17:24.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	display alternatives	2016-09-20 08:12:54.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	visit market report	2016-09-20 07:16:10.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	click features	2016-09-20 08:17:28.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	display alternatives	2016-09-20 07:16:10.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	visit features	2016-09-20 07:17:38.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	click features	2016-09-20 08:13:19.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	click features	2016-09-20 08:17:27.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	click features	2016-09-20 08:13:22.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	edit contact form	2016-09-20 07:17:28.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	report contact form success	2016-09-20 07:17:40.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	show badge detail	2016-09-20 07:16:21.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	visit badges	2016-09-20 07:17:43.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	visit market report	2016-09-20 07:15:46.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	visit badges	2016-09-20 07:16:16.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	submit contact form	2016-09-20 07:17:34.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	edit contact form	2016-09-20 07:17:00.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
553320175	show badge detail	2016-09-20 08:13:06.000000	1HGCP26778A061944	Used	2008	Honda	Accord	0.0000	160638
